time_seconds,ax,ay,az,gx,gy,gz,motion_magnitude
7.493109703063965,-996.0,44.0,16428.0,-676.0,32.0,-246.0,16458.223962505795
7.515522003173828,-884.0,-44.0,16328.0,-655.0,76.0,-222.0,16351.971624241525
7.538295269012451,-992.0,84.0,16332.0,-648.0,-60.0,-222.0,16362.314750670212
7.56203556060791,-968.0,104.0,16404.0,-739.0,151.0,-259.0,16432.86511841438
7.588814973831177,-1100.0,-48.0,16436.0,-768.0,152.0,-268.0,16472.838249676344
7.614650726318359,-1068.0,-56.0,16484.0,-699.0,27.0,-255.0,16518.65660397358
7.640905857086182,-1128.0,-40.0,16412.0,-653.0,31.0,-251.0,16450.766790639274
7.66533637046814,-1152.0,16.0,16396.0,-621.0,-62.0,-238.0,16436.42832247931
7.689636707305908,-1104.0,-12.0,16400.0,-641.0,-49.0,-219.0,16437.121402484074
7.714232921600342,-1068.0,-24.0,16488.0,-622.0,-97.0,-239.0,16522.570744287947
7.739102125167847,-1096.0,8.0,16456.0,-448.0,-406.0,-191.0,16492.459367844443
7.763556241989136,-892.0,-28.0,16432.0,-451.0,-368.0,-213.0,16456.21681918417
7.790245532989502,-1032.0,-4.0,16300.0,-626.0,-40.0,-225.0,16332.637264079553
7.816737651824951,-1036.0,-52.0,16532.0,-588.0,-84.0,-235.0,16564.510979802573
